t,c,ch,h,l,mv,ra,se,va,vo
022234,1057.46,-6.92,1057.46,1057.46,36300,-0.65,78.0,186022000000,8617200
022329,1058.23,-6.15,1058.23,1058.23,9300,-0.58,89.0,201403000000,9355500
022324,1058.65,-5.73,1058.65,1058.65,34200,-0.54,88.0,201210000000,9346200
022319,1058.79,-5.59,1058.79,1058.79,50100,-0.53,87.0,200505000000,9312000
022314,1058.48,-5.9,1058.48,1058.48,49300,-0.55,86.0,199031000000,9261900
022309,1058.72,-5.66,1058.72,1058.72,93500,-0.53,85.0,197571000000,9212600
022304,1057.19,-7.19,1057.19,1057.19,117500,-0.68,84.0,194930000000,9119100
022354,1058.7,-5.68,1058.7,1058.7,8800,-0.53,94.0,206926000000,9581800
022349,1058.52,-5.86,1058.52,1058.52,57000,-0.55,93.0,206729000000,9573000
022344,1058.74,-5.64,1058.74,1058.74,26400,-0.53,92.0,205455000000,9516000
022339,1058.66,-5.72,1058.66,1058.66,65300,-0.54,91.0,204789000000,9489600
022334,1059.31,-5.07,1059.31,1059.31,68800,-0.48,90.0,203239000000,9424300
022424,1059.03,-5.35,1059.03,1059.03,47600,-0.5,100,212160000000,9783000
022419,1059.03,-5.35,1059.03,1059.03,66600,-0.5,99,211071000000,9735400
022414,1058.23,-6.15,1058.23,1058.23,21500,-0.58,98,209067000000,9668800
022409,1058.3,-6.08,1058.3,1058.3,25000,-0.57,97,208530000000,9647300
022404,1058.52,-5.86,1058.52,1058.52,17500,-0.55,96,207983000000,9622300
022359,1058.52,-5.86,1058.52,1058.52,23000,-0.55,95,207665000000,9604800
022454,1058.27,-6.11,1058.27,1058.27,38400,-0.57,106,218040000000,10022400
022449,1058.44,-5.94,1058.44,1058.44,116400,-0.56,105,216902000000,9984000
022444,1058.27,-6.11,1058.27,1058.27,3700,-0.57,104,214052000000,9867600
022439,1058.14,-6.24,1058.14,1058.14,19400,-0.59,103,213960000000,9863900
022434,1058.55,-5.83,1058.55,1058.55,16100,-0.55,102,213531000000,9844500
022429,1058.97,-5.41,1058.97,1058.97,45400,-0.51,101,213100000000,9828400
022519,1058.83,-5.55,1058.83,1058.83,119200,-0.52,111,223129000000,10219200
022514,1058.55,-5.83,1058.55,1058.55,15900,-0.55,110,220097000000,10100000
022509,1058.42,-5.96,1058.42,1058.42,31300,-0.56,109,219638000000,10084100
022504,1058.19,-6.19,1058.19,1058.19,23500,-0.58,108,218778000000,10052800
022459,1058.27,-6.11,1058.27,1058.27,6900,-0.57,107,218279000000,10029300
022549,1057.92,-6.46,1057.92,1057.92,22900,-0.61,117,227522000000,10454800
022544,1058.2,-6.18,1058.2,1058.2,101500,-0.58,116,227012000000,10431900
022539,1058.33,-6.05,1058.33,1058.33,26100,-0.57,115,225708000000,10330400
022534,1058.08,-6.3,1058.08,1058.08,58700,-0.59,114,225105000000,10304300
022529,1058.54,-5.84,1058.54,1058.54,8700,-0.55,113,224022000000,10245600
022524,1058.53,-5.85,1058.53,1058.53,17700,-0.55,112,223657000000,10236900
022620,1058.41,-5.97,1058.41,1058.41,129400,-0.56,123,238581000000,10994700
022615,1058.32,-6.06,1058.32,1058.32,57400,-0.57,122,236688000000,10865300
022609,1058.56,-5.82,1058.56,1058.56,166900,-0.55,121,235589000000,10807900
022604,1057.9,-6.48,1057.9,1057.9,52200,-0.61,120,231487000000,10641000
022559,1057.83,-6.55,1057.83,1057.83,128100,-0.62,119,230419000000,10588800
022554,1058.09,-6.29,1058.09,1058.09,5900,-0.59,118,227686000000,10460700
022645,1057.35,-7.03,1057.35,1057.35,37700,-0.66,128,241311000000,11157000
022640,1057.67,-6.71,1057.67,1057.67,66100,-0.63,127,240567000000,11119300
022635,1057.74,-6.64,1057.74,1057.74,20400,-0.62,126,239665000000,11053200
022630,1057.75,-6.63,1057.75,1057.75,10800,-0.62,125,239329000000,11032800
022625,1058.32,-6.06,1058.32,1058.32,27300,-0.57,124,239142000000,11022000
022715,1057.35,-7.03,1057.35,1057.35,25100,-0.66,134,248081000000,11480700
022710,1057.33,-7.05,1057.33,1057.33,30000,-0.66,133,247505000000,11455600
022705,1057.46,-6.92,1057.46,1057.46,8500,-0.65,132,247036000000,11425600
022700,1057.2,-7.18,1057.2,1057.2,208600,-0.67,131,246819000000,11417100
022655,1057.33,-7.05,1057.33,1057.33,31200,-0.66,130,242156000000,11208500
022650,1057.43,-6.95,1057.43,1057.43,20300,-0.65,129,241613000000,11177300
022745,1056.92,-7.46,1056.92,1056.92,25900,-0.7,140,253280000000,11748200
022740,1057.02,-7.36,1057.02,1057.02,22100,-0.69,139,252670000000,11722300
022735,1056.92,-7.46,1056.92,1056.92,24400,-0.7,138,252269000000,11700200
022730,1057.01,-7.37,1057.01,1057.01,124400,-0.69,137,251758000000,11675800
022725,1057.15,-7.23,1057.15,1057.15,32700,-0.68,136,249135000000,11551400
022720,1057.12,-7.26,1057.12,1057.12,38000,-0.68,135,248625000000,11518700
022810,1056.65,-7.73,1056.65,1056.65,19400,-0.73,145,256849000000,11874600
022805,1056.83,-7.55,1056.83,1056.83,39000,-0.71,144,256319000000,11855200
022800,1056.38,-8.0,1056.38,1056.38,4300,-0.75,143,255412000000,11816200
022755,1056.56,-7.82,1056.56,1056.56,11000,-0.73,142,255315000000,11811900
022750,1056.41,-7.97,1056.41,1056.41,52700,-0.75,141,255008000000,11800900
022840,1055.17,-9.21,1055.17,1055.17,26400,-0.87,151,262914000000,12113100
022835,1055.58,-8.8,1055.58,1055.58,18300,-0.83,150,262453000000,12086700
022830,1055.34,-9.04,1055.34,1055.34,12200,-0.85,149,261995000000,12068400
022825,1055.58,-8.8,1055.58,1055.58,22100,-0.83,148,261724000000,12056200
022820,1055.24,-9.14,1055.24,1055.24,23300,-0.86,147,261104000000,12034100
022815,1055.4,-8.98,1055.4,1055.4,136200,-0.84,146,260597000000,12010800
022910,1054.25,-10.13,1054.25,1054.25,156400,-0.95,157,277067000000,12802000
022905,1054.32,-10.06,1054.32,1054.32,238900,-0.95,156,273382000000,12645600
022900,1054.69,-9.69,1054.69,1054.69,35700,-0.91,155,268244000000,12406700
022855,1055.04,-9.34,1055.04,1055.04,42100,-0.88,154,267497000000,12371000
022850,1054.84,-9.54,1054.84,1054.84,142100,-0.9,153,266603000000,12328900
022845,1054.94,-9.44,1054.94,1054.94,73700,-0.89,152,264213000000,12186800
022935,1054.84,-9.54,1054.84,1054.84,119200,-0.9,162,287650000000,13248000
022930,1055.15,-9.23,1055.15,1055.15,112900,-0.87,161,284742000000,13128800
022925,1054.62,-9.76,1054.62,1054.62,112500,-0.92,160,281918000000,13015900
022920,1053.89,-10.49,1053.89,1053.89,51300,-0.99,159,279545000000,12903400
022915,1054.09,-10.29,1054.09,1054.09,50100,-0.97,158,278381000000,12852100
023005,1055.42,-8.96,1055.42,1055.42,58800,-0.84,168,296854000000,13657300
023000,1054.36,-10.02,1054.36,1054.36,102600,-0.94,167,295304000000,13598500
022955,1053.82,-10.56,1053.82,1053.82,39800,-0.99,166,292868000000,13495900
022950,1053.88,-10.5,1053.88,1053.88,110900,-0.99,165,291931000000,13456100
022945,1054.24,-10.14,1054.24,1054.24,24400,-0.95,164,289646000000,13345200
022940,1054.5,-9.88,1054.5,1054.5,72800,-0.93,163,289197000000,13320800
023035,1054.12,-10.26,1054.12,1054.12,165000,-0.96,174,306216000000,14084200
023030,1054.47,-9.91,1054.47,1054.47,57100,-0.93,173,302340000000,13919200
023025,1055.04,-9.34,1055.04,1055.04,76000,-0.88,172,301223000000,13862100
023020,1055.21,-9.17,1055.21,1055.21,66700,-0.86,171,299625000000,13786100
023015,1055.19,-9.19,1055.19,1055.19,40000,-0.86,170,298087000000,13719400
023010,1055.27,-9.11,1055.27,1055.27,22100,-0.86,169,297206000000,13679400
023100,1054.66,-9.72,1054.66,1054.66,84700,-0.91,179,312083000000,14370100
023055,1054.66,-9.72,1054.66,1054.66,70800,-0.91,178,310990000000,14285400
023050,1054.5,-9.88,1054.5,1054.5,43000,-0.93,177,309240000000,14214600
023045,1053.94,-10.44,1053.94,1053.94,31200,-0.98,176,308122000000,14171600
023040,1054.21,-10.17,1054.21,1054.21,56200,-0.96,175,307421000000,14140400
023130,1054.55,-9.83,1054.55,1054.55,37800,-0.92,185,322661000000,14830900
023125,1054.45,-9.93,1054.45,1054.45,33800,-0.93,184,321690000000,14793100
023120,1054.86,-9.52,1054.86,1054.86,131600,-0.89,183,321111000000,14759300
023115,1054.87,-9.51,1054.87,1054.87,101600,-0.89,182,317711000000,14627700
023110,1054.35,-10.03,1054.35,1054.35,67500,-0.94,181,315322000000,14526100
023105,1054.37,-10.01,1054.37,1054.37,88500,-0.94,180,313913000000,14458600
023200,1054.55,-9.83,1054.55,1054.55,27300,-0.92,191,330360000000,15217100
023155,1054.72,-9.66,1054.72,1054.72,160300,-0.91,190,329538000000,15189800
023150,1054.72,-9.66,1054.72,1054.72,37300,-0.91,189,326961000000,15029500
023145,1054.83,-9.55,1054.83,1054.83,31900,-0.9,188,326323000000,14992200
023140,1055.13,-9.25,1055.13,1055.13,96600,-0.87,187,325603000000,14960300
023135,1054.32,-10.06,1054.32,1054.32,32800,-0.95,186,323302000000,14863700
023225,1054.58,-9.8,1054.58,1054.58,79300,-0.92,196,334670000000,15383900
023220,1054.32,-10.06,1054.32,1054.32,15500,-0.95,195,332684000000,15304600
023215,1054.13,-10.25,1054.13,1054.13,31100,-0.96,194,332282000000,15289100
023210,1054.38,-10.0,1054.38,1054.38,35700,-0.94,193,331578000000,15258000
023205,1054.45,-9.93,1054.45,1054.45,5200,-0.93,192,330478000000,15222300
023255,1054.21,-10.17,1054.21,1054.21,36800,-0.96,202,341555000000,15671400
023250,1054.57,-9.81,1054.57,1054.57,14200,-0.92,201,340776000000,15634600
023245,1054.44,-9.94,1054.44,1054.44,20000,-0.93,200,340424000000,15620400
023240,1054.5,-9.88,1054.5,1054.5,63200,-0.93,199,340062000000,15600400
023235,1054.86,-9.52,1054.86,1054.86,78300,-0.89,198,338525000000,15537200
023230,1054.98,-9.4,1054.98,1054.98,75000,-0.88,197,336411000000,15458900
023325,1054.38,-10.0,1054.38,1054.38,117200,-0.94,208,347711000000,15902600
023320,1054.49,-9.89,1054.49,1054.49,12900,-0.93,207,345183000000,15785400
023315,1054.79,-9.59,1054.79,1054.79,45600,-0.9,206,344793000000,15772500
023310,1053.91,-10.47,1053.91,1053.91,32400,-0.98,205,343270000000,15726900
023305,1053.78,-10.6,1053.78,1053.78,6700,-1.0,204,342287000000,15694500
023300,1053.67,-10.71,1053.67,1053.67,16400,-1.01,203,342089000000,15687800
023350,1054.29,-10.09,1054.29,1054.29,41300,-0.95,213,356316000000,16292200
023345,1054.23,-10.15,1054.23,1054.23,35700,-0.95,212,355152000000,16250900
023340,1054.17,-10.21,1054.17,1054.17,213200,-0.96,211,354422000000,16215200
023335,1054.11,-10.27,1054.11,1054.11,60800,-0.96,210,349993000000,16002000
023330,1054.28,-10.1,1054.28,1054.28,38600,-0.95,209,348611000000,15941200
023420,1054.49,-9.89,1054.49,1054.49,12000,-0.93,219,360223000000,16426100
023415,1054.73,-9.65,1054.73,1054.73,15300,-0.91,218,359609000000,16414100
